date,close,abs_return
2026-03-10,5229.7001953125,0.027143316372876362
2026-03-11,5167.39990234375,0.011912784794927859
2026-03-12,5115.7998046875,0.009985698539191058
2026-03-13,5052.5,0.012373393624492444
2026-03-16,4994.0,0.011578426521523999
2026-03-17,5001.0,0.0014016820184221065
2026-03-18,4889.89990234375,0.022215576415966807
2026-03-19,4600.7001953125,0.05914225501684305
2026-03-20,4570.39990234375,0.0065860177108740875
2026-03-23,4404.10009765625,0.03638626996342698
2026-03-24,4399.2998046875,0.0010899600059736593
2026-03-25,4549.7998046875,0.03420998947142467
2026-03-26,4375.5,0.03830933495313903
2026-03-27,4492.0,0.02662552851102731
2026-03-30,4526.0,0.007569011576135352
2026-03-31,4647.60009765625,0.026867012297006186
2026-04-01,4783.2001953125,0.029176369482527578
2026-04-02,4651.5,0.02753390824861673
2026-04-06,4656.7998046875,0.0011393754030957755
2026-04-07,4657.10009765625,0.0000644848353686425
2026-04-08,4749.5,0.01984065199505837
2026-04-09,4792.2001953125,0.008990461166964944
2026-04-10,4761.89990234375,0.006322835385380663
2026-04-13,4742.39990234375,0.004095004178983757
2026-04-14,4825.0,0.017417362381318382
2026-04-15,4800.0,0.0051813471502590676
2026-04-16,4785.39990234375,0.00304168701171875
2026-04-17,4857.60009765625,0.015087599111024858
2026-04-20,4806.60009765625,0.010499011646637413
2026-04-21,4698.39990234375,0.02251075461119796
2026-04-22,4732.5,0.007257810821773495
2026-04-23,4705.10009765625,0.005789731081616482
2026-04-24,4722.2998046875,0.0036555454027041175
2026-04-27,4675.39990234375,0.009931580857529569
2026-04-28,4591.5,0.017944968151642277
2026-04-29,4545.2001953125,0.010083808055646303
2026-04-30,4614.7001953125,0.015290855630886377
2026-05-01,4629.89990234375,0.003293758291533108
2026-05-04,4519.5,0.02384498686199745
2026-05-05,4555.7998046875,0.00803181871611904
2026-05-06,4681.89990234375,0.027679025212324862
2026-05-07,4699.7998046875,0.0038232133785665394
2026-05-08,4720.39990234375,0.004383186202038609
2026-05-11,4718.7001953125,0.00036007691433220936
2026-05-12,4677.60009765625,0.00871004640156591
2026-05-13,4697.7001953125,0.004297096211008145
2026-05-14,4678.10009765625,0.004172275122156058
2026-05-15,4555.7998046875,0.026143154360896002
2026-05-18,4552.5,0.0007243085361443678
2026-05-19,4506.2998046875,0.01014831308347062
2026-05-20,4531.2998046875,0.005547788891896349
2026-05-21,4539.7998046875,0.0018758414508806046
2026-05-22,4521.0,0.004141108748471365
2026-05-26,4500.39990234375,0.004556535646151294
2026-05-27,4447.5,0.01175448926576512
2026-05-28,4499.2998046875,0.011646948777403035
2026-05-29,4560.5,0.013602159884686918
2026-06-01,4475.2001953125,0.01870404663688192
2026-06-02,4489.10009765625,0.0031059844782607275
2026-06-03,4436.7001953125,0.011672696354244335
2026-06-04,4475.7998046875,0.008812767970283377
2026-06-05,4337.10009765625,0.030988809393572507
2026-06-08,4335.89990234375,0.000276727602655189
