date,product_or_platform,workflow_type,chain_or_venue,volume_metric_type,volume_usd,volume_tokens,active_user_metric_type,active_user_count,observation_domain,source,include_in_figure
2026-05-22,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-23,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-24,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-25,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-26,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-27,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-28,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-29,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-30,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-05-31,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),3031.957927,3031.957927,Daily unique senders,1,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-06-01,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),3034.265636,3034.265636,Daily unique senders,1,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
2026-06-02,BENJI,Transfer-agent recordkeeping extension,Polygon,Daily ERC-20 transfer volume (USD approx),0.000000,0.000000,Daily unique senders,0,Contract=0x408a634b8a8f0de729b48574a3a7ec3fe820b00a; Chain=Polygon; Event=Transfer; Window=daily UTC,publicnode RPC eth_getLogs; timestamp estimated from block distance to latest block,no
